score_OVERALL UNIVERSITY RATING,score_Job Prospects,score_Course and Lecturers,score_Uni Facilities,score_Student Support,score_Do you think your time at university this year has been value for money?,score_Students' Union,score_Accommodation,score_Local life,score_Societies and Sports,name,date,degree,reviews
rat4,rat4,rat4,rat4,rat5,ratY,,,,,Pranav,26 May 21,Law BA (Hons)," I felt that the law faculty could have done a bit more to make students feel like their interests are important. Many students expected the faculty to try and arrange for online social events, but no such efforts were taken. 
Online classes came no where close to how amazing in-person classes are for learning. It would have been appreciated if the University did not try to exaggerate in their advertisements about their efforts in trying to ensure a quality of education through the online mode. 200 Yes"
rat4,rat5,rat4,rat5,rat4,ratN,,,,,Peter,26 May 21,French and German BA (Hons), My overall experience at Oxford has been overwhelmingly positive - having the opportunity to benefit from world-class facilities and high-quality academics at my fingertips is something for which I will be forever grateful. I am excited to pursue a enriching linguistic career upon graduation! 12 No
rat4,rat5,rat5,rat5,rat4,ratN,,,,,Jena,24 May 21,German and Czech (with Slovak) BA (Hons)," This year has been really nice in terms of getting used to the Oxford workload. While covid has limited the social side of things it has given me the time to adjust to work. This term the social side has come back and I feel well equipped to balance everything. My tutors have been really good at supporting me and my tute group through this tricky year. They've all been very understanding and accomodating to my mental health needs. Although my tutors have clearly done their best, online learning hasn't been as good as in-person. I feel that there are still significant insecurities in my knowledge due to the open-book nature of our exams and teaching. Constant emails and resources. 13 Could do with longer-term counselling provisions No"
rat4,rat5,rat4,rat5,rat3,ratY,,,,,Samuel,13 Apr 21,Music DPhil," Considering the significant barriers to socialising and general life at University, I think the experience I have had this academic year has been really quite good. The university has, on the whole, managed the situation quite well - but my college (Queen’s) has adopted a particularly good stance which has enabled adherence to the government guidelines, whilst allowing the junior members to enjoy the experience as much as possible. The contact I have with my supervisor is very good, and other members of academic staff are usually very receptive and responsive to emails The facilities, both in terms of outfitting and breadth of choice, are second to none. Support is good, but the waiting lists/bureaucracy is often quite long, so it can be difficult to get immediate support Yes"
rat5,rat5,rat5,rat5,rat5,ratY,,,,,Eugene,12 Apr 21,Applied Theology MTh," The college and university have tried their best to make sure that the quality of education wasn't diminished this year because of COVID-19. This year being my dissertation year, with more emphasis on self-study and research instead of lots of contact hours with tutors, made it so that I didn't feel the impact as much as I might have in a different course. My supervisors this year have been excellent, so even though I didn't have a lot of contact hours, each tutorial session I had with them allowed me to hone my research further and further. If you know what you want out of the course and what area you want to go into going forward, this is a really great course. The freedom in the range of topics you can pick for your papers really allows you to tailor the course to your specific needs. That being said, if you don't know, it might be better to choose a course with a more specific scope. I knew what I wanted to study and my future goals going into the course, and so I got a lot out of exploring theology from the lens of that area, but for someone with a less clear vision it may be harder to do that. Lectures can be hit or miss depending on if they are relevant to what you are studying, but it's worth it to listen to see if there are any interesting ideas you can write about in your paper. The most important people are the supervisors for your papers. If you get really good supervisors, you'll be challenged and stretched to go beyond your own assumptions and views about theology in order to craft a really good paper. Yes"
rat5,rat5,rat5,rat5,rat5,ratY,,,,,Student Reviewer,21 Mar 21,Integrated Immunology MSc," Although COVID made things inconvenient for everyone, my course was still really enjoyable with great support from the coordinators ensuring that all our needs are met. Challenging but fruitful year! Career portals with useful information is easily available. We have face to face teachings at the beginning, but COVID lockdown and restrictions resulted the course to be conducted online. Friendly and helpful team, college has great facilities Emails are sent almost weekly to provide support for mental health and other related services. Yes"
rat4,rat5,rat5,rat4,rat5,ratY,,,,,Issy,19 Mar 21,Japanese BA (Hons)," Obviously not being on campus last term was not ideal, and online learning has had its challenges, but overall I’ve really enjoyed my course so far and felt supported by the university. There are a number of schemes in place to help with finding internships and jobs, as well as regular guest speakers and career support. 10 Vary between accommodation blocks but overall not bad. Have access to a kitchenette, shared bathrooms, etc. The support is definitely there if you need it and the welfare team is great. Yes"
rat4,rat4,rat5,rat5,rat3,,rat2,rat4,rat5,rat4,Gabriel,24 Jan 20,Mathematics MMath," Accommodation, location, teaching, facilities all of a very high standard. Life can be quite intense and sometimes overwhelmingly busy at points though. 15 Most tutors excellent academically; personal support a bit lacking. SU largely irrelevant to student life Very good, very attractive buildings and fairly well maintained a bit expensive though Huge range, not necessarily time to commit to more than a couple though."
rat4,rat4,rat4,rat4,rat3,,rat4,rat4,rat5,rat5,Rhys,24 Jan 20,Mathematics MMath," Overall very happy, just things here and there to be improved. Decent amount of career events available to attend 10 Very good all round Mental health help can be lacking. Generally good, but don't hear much about them Accommodation can need a cost of maintenance but issues are quickly fixed Extremely central location Pretty much any sport, society is available"
rat4,rat5,rat3,rat4,rat4,,rat2,rat5,rat5,rat5,Jenny,24 Jan 20,Mathematics MMath," 10 Mostly really great and lots of renovations always improve things Lots of personal support offered, and college academic support is great, but university/department tutors are less so. Colleges pay way too much to the SU for not much return. Personally, have never attended any SU events and don't know what it does. Don't know anyone involved or who has been to anything they've run. Good LGBTQ+ support though. Very central and good accommodation convenient to have college provided rooms for the whole degree length Heaps of different options + always able to star something new both in college and in the uni."
rat5,rat5,rat3,rat5,rat4,,rat3,rat4,rat5,rat5,Rachel,24 Jan 20,Mathematics MMath," I have very much enjoyed the best few years here. 11 They are less central to student experience than college committees All very good, cost good Everything is in cycling distance"
rat5,rat4,rat4,rat4,rat3,,rat2,rat5,rat5,rat4,Stefan,24 Jan 20,Mathematics MMath, 10 Don't know anything about them Low cost every available. Sometimes small kitchens Yes
rat5,rat4,rat5,rat5,rat4,,rat3,rat4,rat5,rat5,Scott,24 Jan 20,Mathematics MMath, Careers fairs are very useful 8 Welfare is good in college and tutors are supportive. Not involved so I have no clue Everything is usually walking distance Usually something for everyone
rat5,rat5,rat3,rat5,rat3,,rat5,rat5,rat5,rat3,Brad,24 Jan 20,Mathematics MMath, Too much coding
rat5,rat5,rat5,rat4,rat4,,rat3,rat4,rat5,rat5,Karolina,24 Jan 20,Mathematics and Philosophy MMath, Quite expensive e.g. sports hall No experience It is quite expensive
rat4,rat3,rat3,rat3,rat1,,rat2,rat4,rat5,rat4,Max,24 Jan 20,Theology and Religion BA (Hons)," I love it but there could be more support from the uni, particularly it's such a high pressured environment. Emails! 7 Not all libraries are accessible Emotional support is rubbish - just run by students Apart from Fresher's Fair, I don't know what they do very expensive, no kitchens Good distance form faculty + Tesco Don't have time - too much work! Lots on offer though"
rat4,rat5,rat3,rat3,rat4,,rat1,rat4,rat5,rat5,Alex,24 Jan 20,Mathematics MMath," 4 Varies greatly between accommodation in college, but overall in good condition"
rat5,rat3,rat5,rat3,rat4,,rat2,rat4,rat3,rat5,Marcus,24 Jan 20,Engineering Science DPhil, Not sure 2 Begbroke Science Park is alright but not great Not sure what they do College accommodation is a bit expensive
rat5,rat4,rat4,rat2,rat4,,rat3,rat5,rat5,rat5,Christopher,24 Jan 20,Mathematics and Statistics MMathStat, Very positive Internship opportunities well advertised + careers fairs 3 Not amazing sports facilities (tennis in particular for me) due to planning permission problems. Both are very good Very central + relatively cheap due to short term Very good
rat4,rat4,rat4,rat5,rat3,,rat2,rat3,rat5,rat5,Laurie,24 Jan 20,Mathematics MMath," Good careers service, put in careers fairs etc. Unaware of them most of the time Expensive , but typical of oxford"
rat4,rat5,rat5,rat5,rat4,,rat3,rat5,rat5,rat4,Josh,24 Jan 20,Mathematics and Philosophy MMath, Intense but its what I signed up for! I think there is a lot of provision per student but the intensity of the Oxford system means more provision is required. Less relevant due to College System Oxford is expensive but only paying for accommodation for 8 week term brings down the cost
rat4,rat3,rat4,rat5,rat2,,rat1,rat3,rat5,rat5,Megan,24 Jan 20,Mathematics MMath, Expensive sometimes refuse UAC residence
rat5,rat5,rat5,rat4,rat4,,rat1,rat4,rat5,rat5,John,24 Jan 20,Physics (4-year MPhys) MPhys, Expensive
rat5,rat4,rat5,rat5,rat4,,non_app,rat4,rat5,rat5,George,24 Jan 20,Engineering Science DPhil," It's a real privilege to be able to study here, especially considering where I'm from. This varies across departments College is very supportive."
rat4,rat3,rat5,rat4,rat3,,rat3,rat3,rat5,rat4,Joseph,22 Jan 20,Mathematics and Philosophy MMath," I just arrived a week ago, so i really don't know enough to answer most of these questions. Don't know enough to answer Don't know enough to answer Don't know enough to answer"
rat5,rat5,rat4,rat4,rat4,,rat1,rat5,rat4,rat4,Nathan,22 Jan 20,Computer Science and Philosophy MComp," Huge rooms, recently vefed bided"
rat4,rat3,rat4,rat4,rat4,,non_app,rat4,rat4,rat5,Rachel,22 Jan 20,Mathematics MMath," Stressful but rewarding! Good amount of careers fairs and emails sent out by careers service Maths department is amazing, uni gym is not so great Have had overall positive experiences with academic tutors, mental well-being does have the tendency to slip to the back-burner. n/a Living close to college in a college owned house, minous and proximty to the city center There's lots of college sports and uni-wide societies available."
rat5,rat4,rat5,rat5,rat5,,rat2,rat5,rat5,rat4,George,22 Jan 20,Mathematics MMath," Really enjoyed Oxford, would 10/10 recommend. Careers service is readily available but most students are not involved with it. 6 Tutors are really helpful, n/a about counselling. SU doesn't involve most of the students here It's affordable, much better than counterparts form USA"
rat5,rat5,rat5,rat5,rat5,,rat3,rat5,rat5,rat5,David,22 Jan 20,Mathematics MMath," So many societies to put on your CV Doesn't really represent the views of the students, but means well Great ! Loads! Every sport imaginable"
rat4,rat4,rat4,rat3,rat4,,rat3,,rat5,rat5,Sasha,22 Jan 20,Mathematics MMath, Not too bad. Challenging. Sent out a lot of opportunities for both jobs and internship Could improve sporting facilities within the college A lot of opportunities were offered. Not using it very often Convenient location A large variety of societies
rat5,rat5,rat4,rat3,rat2,,rat4,rat4,rat5,rat5,Elizabeth,22 Jan 20,Philosophy and Theology BA (Hons)," I love it! We get lots of emails from careers service 5 Not all libraries accessible Academic support good, personal support terrible. I'm sure they do a lot Expensive, no kitchen Yes! Lots of things to get involved in"
rat3,rat4,rat5,rat5,rat5,,rat5,rat4,rat5,rat5,Martin,22 Jan 20,Mathematics MMath, Lots of high-level staff. Less low-key summer jobs etc. 15 SU is not as big as the college JCRs which are great Quite expensive and home to more out each term but otherwise awesome People from the uni don't often get involved though Lots going on on different scales
rat4,rat3,rat4,rat5,rat3,,rat3,rat4,rat5,rat4,Polly,22 Jan 20,Mathematics MMath," Not much integration for international students, support for mental health or extracurricular, but amazing academics, people, history... Some fairs, not much transferable skills 15 Top notch Nice peer-support system, barely any institutional guidelines. Nobody cares about them really Pricey but dial have to pay outside of term, in listed parts of college Centre of Oxford @ fingertips Perhaps too much emphasis on sport vs volunteering, not too much time"
rat4,rat4,rat4,rat5,rat2,,rat1,rat5,rat4,rat5,Edward,22 Jan 20,Mathematics MMath," Very intense; rewarding if you can cope. Good careers service with lots of good jobs and internship adverts 12 High quality with good capacity. Reasonably well subsidised Tutors can be a friendly face. Everything else is lacking. OxSU is an irrelevance All excellent when in college accommodation cost is high, but good compared to private nets Oxford is very compact and easy to get around Huge range"
rat3,rat4,rat4,rat3,rat4,,rat3,rat3,rat4,rat3,Johannes,22 Jan 20,Philosophy DPhil, Students in oxford are generally low
rat4,rat5,rat4,rat5,rat5,,rat4,rat2,rat5,rat4,Nanfan,22 Jan 20,Mathematics and Statistics MMathStat," Career fairs, workshops, internship opportunities 15 Some underrepresented ethic groups Expensive, lots of problem, generally safe & convenient Very convenient Loads to try"
rat5,rat5,rat5,rat4,rat4,,rat3,rat3,rat5,rat5,Max,22 Jan 20,Mathematics MMath, There's a great career service Sports grounds are small Good Good Good High
rat4,rat4,rat4,rat3,rat5,,rat1,rat4,rat4,rat5,William,22 Jan 20,Mathematics and Computer Science MMath," A bit pricey Sports Centre isn't that good, there is not that many cultural events"
rat4,rat4,rat4,rat3,rat3,,rat2,rat4,rat4,rat4,Aamir,22 Jan 20,Theology and Religion BA (Hons), 2 Tutor feedback could be more detailed
rat4,rat4,rat3,rat3,rat3,,rat4,rat3,rat5,rat4,Nazan,06 Jan 20,English Language and Literature BA (Hons), 4 Needs more accessibility My friend room was robed
rat3,rat3,rat4,rat5,rat3,,rat3,,rat3,rat3,Anon,06 Jan 20,, 5 Amazing libraries
rat4,rat3,rat4,rat5,rat5,,rat5,rat3,rat4,rat5,Katie,06 Jan 20,Theology and Religion BA (Hons)," Not the most secure, ground level flat, window not very secure"
rat2,rat4,rat1,rat5,rat2,,rat3,rat3,rat5,rat5,Anon,06 Jan 20,Law with European Law BA (Hons)," The way the course has been taught and lack of support has had a significant impact on my mental health. I no longer feel passionate about my subject because I'm constantly stressed and confused. Sometimes feels that non-corporate careers, especially in law, are neglected. Good facilities Was meant to get mental health mentoring in HT19 but only just got initial meeting due to over-subscription. Don't really know a lot about what is going on. Seems very separate from college life. Accommodation cost is okay for crefard but house has serve damp and ages to address it Everything very central + accessible by bike"
rat4,rat5,rat5,rat3,rat4,,rat3,rat4,rat4,rat4,Anon,06 Jan 20,, High pressure but nice place to live Facility events Academic superior to counselling Don't know enough Never felt unsafe in my building but know others home at other locations
rat4,rat5,rat4,rat4,rat4,,rat3,rat4,rat5,rat5,Anon,06 Jan 20,Chemistry MChem (Hons), Never use
rat4,rat4,rat4,rat4,rat3,,non_app,rat3,rat4,rat4,Giacomo,06 Jan 20,Chemical Biology MSc by Research, gym is pretty bad... Expensive
rat5,rat5,rat4,rat4,rat4,,non_app,rat4,rat5,rat4,Jefferson,06 Jan 20,," Gym is bad!! N/A I don't use the union Expensive Yes Haven't tried many, lacrosse club is great!"
rat3,rat4,rat4,rat4,rat2,,rat2,rat3,rat3,rat4,Anon,06 Jan 20,, Faculty guide far from accommodation
rat3,rat3,rat4,rat5,rat4,,rat4,rat4,rat3,rat5,Anon,06 Jan 20,Experimental Psychology BA (Hons), Very well situated
rat5,rat5,rat5,rat3,rat4,,rat4,,rat4,rat5,Anon,06 Jan 20,, Excellent
rat4,rat4,rat5,rat3,rat4,,rat3,rat2,rat2,rat4,Ryan,06 Jan 20,Biology MBiol (Hons), Excellent tutorials
rat4,rat5,rat4,rat5,rat5,,rat3,rat4,rat5,rat4,Matthew,06 Jan 20,Mathematics and Statistics MMathStat, Good but I don't get involved.
rat4,rat5,rat5,rat5,rat4,,rat1,rat5,rat5,rat5,Boston,06 Jan 20,Law BA (Hons), Daunting moving away from home but the people are great Loads of networking events etc. 11.5 It's there you have to find it which is pretty easy. Too expensive to join thus discriminatory Super cheap everything I need + food is available  Literally 5minutes from tesco etc. There is everything e.g. Ice-skating
rat4,rat5,rat4,rat4,rat4,,rat3,rat4,rat4,rat4,Anna-Tina,06 Jan 20,Geography BA (Hons), Hard work but rewarding. Very supportive community within my college Yes lots Good Very good so far Good but doesn't seem to have much power to change things Safe condition & location good cost expensive Yes Great
rat5,rat3,rat5,rat5,rat4,,rat4,rat4,rat4,rat4,Emily,06 Jan 20,English Language and Literature BA (Hons)," I've really enjoyed living here and learning. There are resources you can access but I haven't used them yet. Incredible libraries and resources There are lots of opportunities to talk to people. There are many representatives available to talk to Close to college, library and hall Near many libraries and shops Fun, professional and new"
rat4,rat2,rat5,rat4,rat4,,rat1,rat4,rat4,rat3,Natasha,06 Jan 20,English Language and Literature BA (Hons)," both challenging and enjoyable Great libraries & access to academic tools Academic great. Counselling hard to access not very diverse Safe but very difficult being required to more at all buildings every var Very central, most supermarkets very expensive, cheaper ones further away (outskirts) Good but not vast range, and most quite expensive to do."
rat4,rat3,rat3,rat4,rat4,,rat2,rat4,rat4,rat4,Anon,06 Jan 20,English Language and Literature BA (Hons), Difficult but ultimately really beneficial! But I know I won't take full advantage of the opportunities available. Librarians are very good Tutors + counselling service both good I don't hear much from the SU because most things happen within the college system.
rat4,rat5,rat4,rat5,rat4,,rat4,rat3,rat5,rat5,James,06 Jan 20,, Expensive no holiday residence
rat5,rat5,rat4,rat5,rat3,,rat1,rat4,rat5,rat5,Anon,06 Jan 20,Geography BA (Hons), There are things which are good but there are things which are bad. not for everyone
rat4,rat5,rat4,rat3,rat4,,rat2,rat4,rat5,rat5,Isabel,06 Jan 20,Law BA (Hons), Very good
rat4,rat5,rat5,rat4,rat4,,rat4,rat3,rat4,rat5,Kelli,06 Jan 20,Classics and English BA (Hons)," Although the work load can be stressful, I feel I have learned a lot and grown a lot through this experience. There were some issues at gist with facilities but they were aptly taken care of"
rat4,rat3,rat5,rat5,rat3,,rat2,rat5,rat5,rat5,Josh,06 Jan 20,Materials Science MEng (Hons)," Academic = good
Mental health = awful Pretty bad. No one knows about it Great"
rat4,rat5,rat3,rat5,rat5,,rat4,rat5,rat3,rat4,Abbie,05 Dec 19,Zoology DPhil, Not sure I know of all facilities
rat4,rat5,rat4,rat3,rat3,,rat4,rat5,rat5,rat5,Robert,05 Dec 19,Energy Systems MSc," Generally positive, sometimes a bit stressful (can be hard to acclimatise to the Oxford environment)>"
rat4,rat4,rat3,rat4,rat3,,rat4,rat3,rat4,rat5,Shyam,05 Dec 19,History DPhil," Good, however the tutoring system hampers doctoral training opportunities in teaching Good range of facilities, however emphasis on style over productivity in design of library facilities Very variable - depends on college, tutor, dept... Good location, expensive housing Uni spread all around town Excellent"
rat5,rat5,rat3,rat5,rat5,,rat5,rat5,rat5,rat5,Hakan,05 Dec 19,Medicine BMBCh, Really good 20 Amazing welfare and support Slightly expensive but very good facilities Brilliant as close to city centre
rat4,rat5,rat4,rat5,rat4,,rat4,rat4,rat5,rat4,Holly,05 Dec 19,Geography BA (Hons), Expensive but it is city centre have to move out at end of each term Not much funding
rat1,rat4,rat1,rat4,rat1,,rat1,rat2,rat3,rat4,Caed,05 Dec 19,Engineering MEng (Hons), Very stressful but interesting Lots of fairs Good Bad Does me job Lots of stuff
rat3,rat3,rat2,rat3,rat3,,rat1,rat5,rat5,rat4,Tabitha,05 Dec 19,Arabic and Islamic Studies BA (Hons), Careers service + microinternships 10 Plenty of libraries Never been to an SU event University manged all 4 years
rat4,rat5,rat4,rat5,rat5,,rat1,rat5,rat5,rat5,Benjamin,05 Dec 19,Engineering Science MSc by Research, Wasted money on radio station for no reason Would like free laundry but it is € 3.60 They are good but never get time to go to enough
rat4,rat4,rat5,rat5,rat3,,rat3,rat4,rat5,rat4,Sarah,05 Dec 19,Theology and Religion BA (Hons), Career services is quite helpful Excellent but could do with cheaper laundry Not supportive for mental health Not great Big third year room and clean shared bathrooms Central and lively Loads of societies but not enough time to try them
rat5,rat5,rat5,rat4,rat4,,rat1,rat5,rat5,rat5,Joel,05 Dec 19,Geography BA (Hons), Loads of careers fairs + Oxford-only internships 10 Academic is excellent - no counsellor provided in college No bar/social space Very reasonably prised + close to the college
rat5,rat5,rat5,rat5,rat4,,rat3,rat4,rat5,rat5,Caitlin,05 Dec 19,"Philosophy, Politics and Economics BA (Hons)", Been amazing Really good careers service 12 Good location There are a huge range of societies/sports at competitive and fun levels
rat5,rat5,rat3,rat5,rat5,,rat5,rat5,rat5,rat5,Jacob,05 Dec 19,Mathematics MMath," Free counselling, excellent support well lit, well located, fairly priced Yes Very varied"
rat5,rat5,rat4,rat3,rat4,,rat3,rat4,rat5,rat5,Alex,05 Dec 19,"Philosophy, Politics and Economics BA (Hons)", Sound
rat5,rat5,rat5,rat5,rat5,,rat5,rat5,rat5,rat5,Carmen,05 Dec 19,Inorganic Chemistry DPhil, Great so far! Job fairs Very supportive It's good Good Yes - 10 min walk
rat4,rat5,rat3,rat5,rat3,,rat5,rat1,rat4,rat5,Georgina,22 Jan 19,," Acamdeic support is good, personal is lacking. Problem with mould, college slow to fix damage."
rat5,rat4,rat4,rat3,rat3,,non_app,rat3,rat5,rat5,Hal,22 Jan 19,," Lots to do- challenging money is spent on research instead of facilities. Alot of self- learning but they are there if needed. I.D.K Very good, not too big but enough to do."
rat5,rat5,rat5,rat5,rat5,,rat3,,rat4,rat4,Anonymous,22 Jan 19,," It has been fantastic. I have loved being able to learn a subject I really enjoy in a gorgeous city, taught by experts in my field - and making friends along the way! Frequent careers fairs, which I have found very useful. The maths institute is really really gorgeous and modern. Fantastic, I myself have taken advantage of the free counselling offered. I don't know anything about it! I don't really go out much any more though! Very extensive. There's something for everybody!"
rat4,rat2,rat4,rat4,rat3,,rat3,rat3,non_app,rat3,Disha,22 Jan 19,," The course is great but the practicalities of living can be difficult. We get weekly emails but that's it. Great library, food and student kitchen not so much. Academically is really good due to the tutorials but personal not so much. Average, not as active as other uni's I know of. Amazing room, practically no kitchen though Quite busy so haven't explored it as much. Alright but not all are easily accessible."
rat5,rat5,rat4,rat5,rat4,,rat3,rat4,rat5,rat5,Abbie,22 Jan 19,," Lots of events and support from careers department and college. Excellent libraries /gyms and cafes all very cheap. Doesn't have an active role in stundent life. Good for the price. Lively and cultured, busy nightlife."
rat4,rat4,rat4,rat5,rat3,,rat3,rat5,rat5,rat5,Lily,22 Jan 19,," Very positive in 1st and 2nd year. Support and teaching quality dropped slightly in later years. Have never needed personal support so can't comment. Don't get involved so don't know. Lived in 3 different halls, all with excellent facilities. Certain societies better than others but there's so many, you can't miss out."
rat5,rat5,rat5,rat4,rat3,,rat3,rat4,rat4,rat5,Luke,22 Jan 19,," Really fun! Was worried I wouldn't fit in but there are so many great people there. Lots of useful career events Maths dept is good, sports facilities are also very good. Maths academic support usually good. Personal support is good but the uni could do more. e.g longer terms to reduce stress. SU doesn't have much presence normally-often more focus on individual college JCR Nice but quite expensive-sometimes my student loans don't cover accommodation costs. So varied- there really is something for everyone."
rat4,rat5,rat4,rat3,rat4,,rat3,,rat4,rat3,Anonymous,22 Jan 19,, Great attention to students. University is very well recognised in most companies.
rat4,rat5,rat4,rat5,rat4,,rat4,rat4,rat5,rat5,Lamisah,22 Jan 19,," Course is brilliant but lots of work! Interesting though. Life outside work is great, very welcoming. Lots of career opportunities. Great libraries and sports facilities. Good, but could do with more of it. Bit intimidating. Really nice - big rooms, cleaners, sometimes kitchens. SO PRETTY. Lots to do, easy to join."
rat5,rat4,rat5,rat4,rat5,,rat3,rat4,rat5,rat5,Alex,22 Jan 19,Engineering Science DPhil," Lots of work, but uni experience is awesome. Lots of careers things on offer. Academic, college facilities usually good. Very good personal tutor support and well funded welfare systems. Not much of a thing here. JCR committee too big though. New college Loads cheap to join."
rat3,rat5,rat4,rat5,rat4,,rat1,rat4,rat4,non_app,Elliot,22 Jan 19,Environmental Research NERC DTP," The course has been enjoyable, but not always well structured. Lots of excellent facilities from sport to research equipment. Counselling service is good. Tutors largely quite good. We have no idea what they do. Good quality, clean, double bed. Safe, things to do. I'm not part of any."
rat4,rat4,rat4,rat5,rat5,,rat3,,rat5,rat4,Ben,22 Jan 19,," Very rigorous and academically stretching, lots of fun. excellent Strong financial welfare Somewhat unrepresentative and cringey. Lots available, difficult to find time for them."
rat3,rat4,rat3,rat4,rat3,,rat2,rat4,rat4,rat4,Lauren,22 Jan 19,Environmental Research NERC DTP," The course has been relatively enjoyable in terms of content, but overall organisation and communication failures significantly decrease enjoyment. Strong focus on skills development. Mostly very good, gym is lacking. Services are available but have limited capacity for student numbers. Don't really hear about it or feel involved. GTC college house is very nice, some furniture broken. Safe, lots to do. Active and welcoming."
